"frame","x [nm]","y [nm]","z [nm]"
697.0,3105.3,3882.0,-1440.0
698.0,3105.1,3881.0,-1440.0
699.0,3104.0,3881.7,-1435.0
700.0,3103.0,3881.4,-1440.0
701.0,3103.6,3879.7,-1435.0
702.0,3103.0,3882.2,-1445.0
703.0,3106.2,3879.8,-1450.0
704.0,3104.6,3882.7,-1440.0
705.0,3105.1,3882.2,-1440.0
706.0,3103.5,3882.6,-1440.0
707.0,3104.5,3882.7,-1445.0
708.0,3103.0,3884.0,-1440.0
709.0,3102.8,3884.2,-1440.0
710.0,3101.9,3884.4,-1440.0
711.0,3102.4,3883.5,-1440.0
712.0,3102.5,3883.3,-1440.0
713.0,3100.8,3883.4,-1440.0
714.0,3102.5,3881.7,-1450.0
715.0,3099.2,3882.5,-1440.0
716.0,3101.8,3880.2,-1450.0
717.0,3099.9,3882.1,-1440.0
718.0,3099.6,3879.7,-1440.0
719.0,3100.0,3880.5,-1435.0
720.0,3100.8,3880.3,-1440.0
721.0,3101.3,3879.3,-1445.0
722.0,3100.4,3877.5,-1440.0
723.0,3101.6,3876.5,-1445.0
724.0,3101.0,3874.5,-1440.0
725.0,3101.5,3873.7,-1435.0
726.0,3102.0,3875.1,-1435.0
727.0,3101.0,3872.6,-1435.0
728.0,3100.1,3872.1,-1435.0
729.0,3099.5,3871.1,-1435.0
730.0,3099.2,3870.9,-1430.0
731.0,3098.1,3870.9,-1435.0
732.0,3099.5,3872.3,-1435.0
733.0,3099.6,3871.1,-1435.0
734.0,3101.1,3873.3,-1430.0
735.0,3100.2,3871.8,-1430.0
736.0,3099.3,3872.8,-1425.0
737.0,3100.7,3870.0,-1435.0
738.0,3100.9,3870.3,-1435.0
739.0,3100.0,3870.3,-1435.0
740.0,3102.6,3870.4,-1435.0
741.0,3101.4,3870.2,-1435.0
742.0,3100.3,3869.4,-1440.0
743.0,3100.8,3870.8,-1440.0
744.0,3100.9,3865.6,-1440.0
745.0,3100.9,3869.8,-1435.0
746.0,3101.5,3868.2,-1435.0
747.0,3100.0,3866.8,-1430.0
748.0,3101.7,3867.1,-1435.0
749.0,3099.3,3867.1,-1430.0
750.0,3099.7,3865.9,-1430.0
751.0,3100.5,3865.6,-1435.0
752.0,3100.1,3863.5,-1435.0
753.0,3101.3,3865.0,-1435.0
754.0,3099.0,3864.3,-1430.0
755.0,3098.2,3863.7,-1435.0
756.0,3098.8,3862.9,-1430.0
757.0,3099.9,3861.5,-1430.0
758.0,3099.9,3863.8,-1425.0
759.0,3100.6,3861.4,-1435.0
760.0,3101.0,3862.6,-1430.0
761.0,3100.7,3862.5,-1430.0
762.0,3102.4,3863.3,-1430.0
763.0,3099.9,3861.9,-1435.0
764.0,3100.5,3863.3,-1435.0
765.0,3098.7,3860.4,-1435.0
766.0,3098.2,3864.2,-1435.0
767.0,3099.4,3864.2,-1430.0
768.0,3098.1,3865.4,-1430.0
769.0,3097.6,3863.3,-1435.0
770.0,3099.0,3863.8,-1435.0
771.0,3100.0,3864.4,-1435.0
772.0,3098.8,3866.7,-1430.0
773.0,3098.4,3866.6,-1430.0
774.0,3100.5,3867.1,-1435.0
775.0,3101.2,3868.3,-1425.0
776.0,3101.6,3867.2,-1430.0
777.0,3101.3,3867.1,-1435.0
778.0,3100.9,3867.7,-1430.0
779.0,3100.6,3866.6,-1425.0
780.0,3100.9,3867.2,-1425.0
781.0,3101.2,3867.0,-1425.0
782.0,3101.4,3866.6,-1430.0
783.0,3103.1,3865.5,-1430.0
784.0,3103.3,3865.6,-1430.0
785.0,3103.0,3866.3,-1435.0
786.0,3102.2,3865.2,-1430.0
787.0,3103.9,3866.5,-1430.0
788.0,3101.4,3864.4,-1435.0
789.0,3103.6,3864.8,-1430.0
790.0,3103.2,3861.5,-1430.0
791.0,3102.8,3862.1,-1430.0
792.0,3102.6,3862.5,-1425.0
793.0,3101.5,3860.5,-1435.0
794.0,3101.4,3860.1,-1435.0
795.0,3102.0,3859.9,-1430.0
796.0,3101.1,3860.8,-1425.0
797.0,3101.8,3860.6,-1430.0
798.0,3101.4,3859.6,-1430.0
799.0,3100.1,3860.1,-1430.0
800.0,3100.4,3860.1,-1435.0
801.0,3100.4,3857.8,-1430.0
802.0,3099.6,3857.4,-1430.0
803.0,3099.8,3858.0,-1435.0
804.0,3098.9,3856.8,-1435.0
805.0,3099.4,3857.1,-1430.0
806.0,3100.8,3856.9,-1435.0
807.0,3097.7,3855.0,-1440.0
808.0,3099.9,3857.2,-1425.0
809.0,3097.2,3858.3,-1430.0
810.0,3098.0,3858.6,-1430.0
811.0,3096.9,3856.4,-1430.0
812.0,3098.0,3859.3,-1430.0
813.0,3097.3,3858.3,-1435.0
814.0,3097.2,3858.5,-1430.0
815.0,3097.9,3859.4,-1430.0
816.0,3098.3,3858.4,-1430.0
817.0,3097.5,3857.4,-1430.0
818.0,3098.7,3859.1,-1425.0
819.0,3097.6,3857.1,-1430.0
820.0,3097.7,3855.4,-1430.0
821.0,3097.8,3855.0,-1435.0
822.0,3099.2,3856.0,-1430.0
823.0,3098.2,3856.4,-1430.0
824.0,3098.2,3857.3,-1430.0
825.0,3098.3,3857.7,-1435.0
826.0,3097.6,3858.7,-1435.0
827.0,3095.5,3862.6,-1435.0
828.0,3092.3,3866.4,-1435.0
829.0,3093.2,3868.5,-1435.0
830.0,3095.0,3866.5,-1435.0
831.0,3096.1,3866.5,-1430.0
832.0,3095.9,3864.9,-1425.0
833.0,3095.5,3861.9,-1430.0
834.0,3096.3,3861.8,-1435.0
835.0,3096.1,3859.5,-1435.0
836.0,3096.2,3857.5,-1435.0
837.0,3097.4,3857.5,-1435.0
838.0,3096.5,3856.0,-1425.0
839.0,3096.5,3852.6,-1430.0
840.0,3098.4,3852.4,-1425.0
841.0,3099.3,3851.7,-1430.0
842.0,3098.4,3850.5,-1425.0
843.0,3095.5,3852.0,-1425.0
844.0,3091.9,3851.4,-1435.0
845.0,3089.3,3858.0,-1435.0
846.0,3088.5,3863.0,-1435.0
847.0,3085.3,3865.8,-1430.0
848.0,3080.5,3867.8,-1430.0
849.0,3080.2,3864.9,-1440.0
850.0,3092.0,3858.6,-1440.0
851.0,3099.7,3856.7,-1435.0
852.0,3104.2,3853.6,-1435.0
853.0,3102.7,3853.0,-1435.0
854.0,3101.9,3851.8,-1430.0
855.0,3100.7,3849.8,-1430.0
856.0,3099.2,3850.0,-1425.0
857.0,3099.3,3849.8,-1430.0
858.0,3100.0,3846.5,-1420.0
859.0,3099.6,3845.2,-1425.0
860.0,3097.8,3844.1,-1425.0
861.0,3098.9,3843.2,-1420.0
862.0,3097.9,3842.4,-1420.0
863.0,3097.3,3840.1,-1420.0
864.0,3097.9,3841.2,-1420.0
865.0,3097.7,3841.1,-1425.0
866.0,3098.1,3840.0,-1420.0
867.0,3098.8,3839.7,-1425.0
868.0,3096.9,3837.6,-1420.0
869.0,3097.0,3838.3,-1425.0
870.0,3095.3,3838.7,-1425.0
871.0,3095.3,3838.0,-1425.0
872.0,3095.9,3839.0,-1425.0
873.0,3095.8,3840.8,-1420.0
874.0,3093.5,3838.7,-1425.0
875.0,3094.1,3839.0,-1425.0
876.0,3094.7,3839.2,-1425.0
877.0,3094.1,3838.5,-1420.0
878.0,3094.6,3843.4,-1415.0
879.0,3093.1,3839.0,-1425.0
880.0,3093.8,3839.4,-1420.0
881.0,3092.6,3837.5,-1425.0
882.0,3092.9,3837.1,-1430.0
883.0,3093.1,3836.5,-1425.0
884.0,3093.8,3836.9,-1425.0
885.0,3092.7,3836.5,-1425.0
886.0,3093.7,3835.0,-1425.0
887.0,3092.8,3836.0,-1420.0
888.0,3092.4,3835.7,-1420.0
889.0,3093.4,3835.0,-1425.0
890.0,3093.0,3834.6,-1425.0
891.0,3092.0,3835.2,-1430.0
892.0,3092.8,3836.3,-1425.0
893.0,3092.0,3835.2,-1425.0
894.0,3091.6,3834.4,-1420.0
895.0,3092.5,3834.7,-1420.0
896.0,3091.4,3835.0,-1420.0
897.0,3091.6,3833.8,-1420.0
898.0,3092.1,3835.1,-1425.0
899.0,3092.3,3833.9,-1420.0
900.0,3094.1,3835.4,-1425.0
901.0,3094.4,3836.8,-1420.0
902.0,3094.3,3836.4,-1420.0
903.0,3093.9,3837.1,-1415.0
904.0,3093.3,3836.4,-1420.0
905.0,3092.0,3834.4,-1415.0
906.0,3092.0,3834.1,-1420.0
907.0,3092.5,3833.6,-1420.0
908.0,3093.5,3833.0,-1425.0
909.0,3091.8,3831.7,-1420.0
910.0,3092.2,3832.3,-1420.0
911.0,3093.0,3831.6,-1420.0
912.0,3093.2,3832.3,-1420.0
913.0,3091.0,3830.8,-1420.0
914.0,3090.7,3829.9,-1420.0
915.0,3092.3,3832.0,-1415.0
916.0,3091.0,3830.0,-1425.0
917.0,3091.6,3829.3,-1420.0
918.0,3091.2,3830.0,-1415.0
919.0,3090.6,3831.4,-1415.0
920.0,3091.7,3830.5,-1415.0
921.0,3090.3,3830.9,-1415.0
922.0,3089.8,3829.8,-1415.0
923.0,3089.9,3828.8,-1425.0
924.0,3090.0,3830.4,-1415.0
925.0,3087.7,3829.1,-1415.0
926.0,3089.0,3827.8,-1420.0
927.0,3088.5,3828.0,-1420.0
928.0,3089.5,3828.9,-1410.0
929.0,3088.3,3828.7,-1415.0
930.0,3087.9,3826.2,-1410.0
931.0,3088.2,3826.4,-1415.0
932.0,3089.8,3828.2,-1415.0
933.0,3088.2,3825.8,-1405.0
934.0,3087.9,3826.3,-1410.0
935.0,3087.1,3826.3,-1405.0
936.0,3086.9,3826.6,-1405.0
937.0,3088.5,3826.2,-1415.0
938.0,3086.1,3826.4,-1415.0
939.0,3086.8,3826.8,-1415.0
940.0,3087.2,3825.2,-1405.0
941.0,3087.3,3825.6,-1415.0
942.0,3085.9,3824.8,-1410.0
943.0,3085.0,3825.5,-1415.0
944.0,3086.5,3825.8,-1420.0
945.0,3087.2,3826.0,-1415.0
946.0,3088.7,3827.9,-1415.0
947.0,3086.9,3827.5,-1410.0
948.0,3087.3,3825.1,-1415.0
949.0,3088.3,3825.1,-1415.0
950.0,3088.1,3826.6,-1410.0
951.0,3088.1,3825.6,-1415.0
952.0,3088.0,3826.8,-1410.0
953.0,3086.8,3825.7,-1410.0
954.0,3087.2,3825.5,-1415.0
955.0,3086.4,3823.6,-1415.0
956.0,3086.1,3824.0,-1415.0
957.0,3086.5,3825.4,-1410.0
958.0,3086.5,3823.9,-1415.0
959.0,3085.8,3821.8,-1410.0
960.0,3087.0,3821.3,-1415.0
961.0,3087.2,3821.0,-1410.0
962.0,3086.4,3820.4,-1410.0
963.0,3087.9,3820.3,-1410.0
964.0,3088.5,3819.2,-1420.0
965.0,3087.8,3822.5,-1415.0
966.0,3086.6,3823.3,-1415.0
967.0,3087.5,3824.2,-1415.0
968.0,3085.9,3824.0,-1415.0
969.0,3086.8,3825.4,-1410.0
970.0,3086.1,3821.6,-1415.0
971.0,3085.3,3820.8,-1415.0
972.0,3087.0,3819.6,-1415.0
973.0,3085.6,3818.3,-1415.0
974.0,3084.8,3814.8,-1415.0
975.0,3084.5,3814.3,-1415.0
976.0,3084.9,3811.5,-1420.0
977.0,3083.2,3810.0,-1425.0
978.0,3083.7,3811.9,-1410.0
979.0,3084.3,3811.6,-1420.0
980.0,3085.8,3811.3,-1425.0
981.0,3086.8,3815.7,-1410.0
982.0,3085.9,3815.1,-1415.0
983.0,3085.8,3818.5,-1410.0
984.0,3086.7,3817.6,-1410.0
985.0,3086.8,3818.8,-1415.0
986.0,3086.5,3818.8,-1415.0
987.0,3086.2,3820.2,-1415.0
988.0,3087.4,3821.5,-1410.0
989.0,3085.3,3821.3,-1415.0
990.0,3085.1,3821.2,-1410.0
991.0,3085.8,3824.0,-1410.0
992.0,3085.1,3822.8,-1415.0
993.0,3087.4,3822.0,-1410.0
994.0,3085.7,3821.6,-1410.0
995.0,3085.2,3821.8,-1410.0
996.0,3085.4,3819.1,-1410.0
997.0,3087.4,3819.2,-1420.0
998.0,3085.8,3820.0,-1410.0
999.0,3088.5,3818.4,-1415.0
1000.0,3086.3,3818.2,-1415.0
1001.0,3088.0,3817.6,-1415.0
1002.0,3088.3,3817.7,-1420.0
1003.0,3085.8,3816.4,-1415.0
1004.0,3085.9,3816.4,-1415.0
1005.0,3086.8,3816.8,-1420.0
1006.0,3085.9,3817.0,-1410.0
1007.0,3083.8,3815.2,-1420.0
1008.0,3084.6,3814.8,-1420.0
1009.0,3087.3,3815.5,-1420.0
1010.0,3088.4,3815.1,-1415.0
1011.0,3088.6,3816.7,-1415.0
1012.0,3089.1,3817.1,-1410.0
1013.0,3088.1,3816.1,-1410.0
1014.0,3089.1,3816.6,-1415.0
1015.0,3088.2,3816.2,-1415.0
1016.0,3086.8,3815.3,-1415.0
1017.0,3087.3,3814.9,-1415.0
1018.0,3087.2,3814.9,-1415.0
1019.0,3087.4,3813.9,-1415.0
1020.0,3088.1,3814.0,-1415.0
1021.0,3087.5,3812.6,-1425.0
1022.0,3089.0,3814.0,-1415.0
1023.0,3088.8,3813.8,-1420.0
1024.0,3088.1,3813.0,-1425.0
1025.0,3083.8,3817.4,-1410.0
1026.0,3076.3,3820.8,-1410.0
1027.0,3073.5,3824.7,-1420.0
1028.0,3082.7,3822.3,-1400.0
1029.0,3089.1,3812.8,-1410.0
1030.0,3089.6,3807.6,-1425.0
1031.0,3089.7,3807.8,-1430.0
1032.0,3088.2,3808.2,-1425.0
1033.0,3087.6,3811.7,-1420.0
1034.0,3086.8,3810.2,-1425.0
1035.0,3088.1,3808.5,-1430.0
1036.0,3090.5,3808.1,-1430.0
1037.0,3091.9,3805.0,-1440.0
1038.0,3092.2,3803.7,-1440.0
1039.0,3091.5,3804.1,-1440.0
1040.0,3091.7,3805.7,-1435.0
1041.0,3091.0,3804.1,-1440.0
1042.0,3091.7,3804.3,-1435.0
1043.0,3091.5,3804.9,-1430.0
1044.0,3090.4,3803.1,-1430.0
1045.0,3088.8,3803.5,-1435.0
1046.0,3091.0,3803.8,-1435.0
1047.0,3089.3,3804.0,-1435.0
1048.0,3088.4,3798.9,-1445.0
1049.0,3086.4,3799.4,-1435.0
1050.0,3086.2,3798.1,-1435.0
1051.0,3084.8,3796.7,-1445.0
1052.0,3085.9,3796.7,-1445.0
1053.0,3085.4,3796.2,-1445.0
1054.0,3085.1,3796.0,-1450.0
1055.0,3086.3,3794.4,-1445.0
1056.0,3085.1,3793.2,-1450.0
1057.0,3083.7,3794.5,-1450.0
1058.0,3083.6,3794.4,-1450.0
1059.0,3084.0,3796.3,-1440.0
1060.0,3083.1,3794.9,-1450.0
1061.0,3082.0,3795.3,-1445.0
1062.0,3082.0,3793.4,-1455.0
1063.0,3083.3,3794.1,-1450.0
1064.0,3084.1,3793.6,-1450.0
1065.0,3083.0,3795.0,-1445.0
1066.0,3084.4,3795.4,-1445.0
1067.0,3084.3,3796.6,-1440.0
1068.0,3083.3,3797.4,-1440.0
1069.0,3083.6,3798.7,-1435.0
1070.0,3083.2,3802.5,-1435.0
1071.0,3083.2,3805.7,-1425.0
1072.0,3082.7,3804.5,-1430.0
1073.0,3084.9,3803.5,-1435.0
1074.0,3084.1,3798.3,-1440.0
1075.0,3085.7,3800.0,-1440.0
1076.0,3083.3,3797.4,-1445.0
1077.0,3083.6,3798.5,-1440.0
1078.0,3084.1,3801.4,-1430.0
1079.0,3080.6,3797.8,-1440.0
1080.0,3078.8,3797.4,-1440.0
1081.0,3081.7,3801.9,-1435.0
1082.0,3083.1,3801.4,-1435.0
1083.0,3077.2,3797.7,-1440.0
1084.0,3076.5,3796.6,-1440.0
1085.0,3079.8,3800.6,-1440.0
1086.0,3080.4,3796.7,-1445.0
1087.0,3081.3,3793.9,-1455.0
1088.0,3081.2,3794.2,-1450.0
1089.0,3078.9,3793.7,-1455.0
1090.0,3078.0,3794.7,-1445.0
1091.0,3078.7,3794.1,-1445.0
1092.0,3078.7,3794.9,-1455.0
1093.0,3079.9,3801.4,-1430.0
1094.0,3077.2,3797.4,-1440.0
1095.0,3079.4,3802.1,-1430.0
1096.0,3080.1,3801.4,-1435.0
1097.0,3080.0,3802.2,-1435.0
1098.0,3080.6,3802.1,-1430.0
1099.0,3080.3,3801.6,-1435.0
1100.0,3078.9,3795.6,-1450.0
1101.0,3081.3,3795.1,-1450.0
1102.0,3079.1,3794.2,-1455.0
1103.0,3081.5,3792.9,-1455.0
1104.0,3082.3,3790.2,-1455.0
1105.0,3082.9,3792.3,-1445.0
1106.0,3081.7,3791.9,-1450.0
1107.0,3083.9,3792.6,-1450.0
1108.0,3080.9,3793.6,-1445.0
1109.0,3081.3,3792.9,-1445.0
1110.0,3081.5,3794.0,-1445.0
1111.0,3079.7,3792.8,-1450.0
1112.0,3080.3,3791.5,-1450.0
1113.0,3079.7,3794.4,-1440.0
1114.0,3080.3,3794.6,-1440.0
1115.0,3078.3,3795.8,-1440.0
1116.0,3079.0,3795.9,-1440.0
1117.0,3081.3,3795.7,-1440.0
1118.0,3078.7,3796.2,-1435.0
1119.0,3079.7,3795.0,-1440.0
1120.0,3078.9,3794.3,-1445.0
1121.0,3079.8,3793.9,-1450.0
1122.0,3080.4,3791.6,-1455.0
1123.0,3080.4,3793.9,-1450.0
1124.0,3079.3,3793.0,-1445.0
1125.0,3079.5,3790.9,-1450.0
1126.0,3079.8,3792.2,-1445.0
1127.0,3078.2,3792.1,-1445.0
1128.0,3080.4,3791.0,-1450.0
1129.0,3079.6,3790.8,-1445.0
1130.0,3078.8,3790.6,-1445.0
1131.0,3078.3,3792.0,-1435.0
1132.0,3077.9,3789.8,-1440.0
1133.0,3075.9,3789.3,-1440.0
1134.0,3077.3,3787.1,-1445.0
1135.0,3077.0,3786.9,-1455.0
1136.0,3079.3,3789.4,-1445.0
1137.0,3078.9,3788.6,-1450.0
1138.0,3079.7,3788.3,-1450.0
1139.0,3077.9,3788.5,-1450.0
1140.0,3075.7,3790.5,-1455.0
1141.0,3074.1,3794.7,-1440.0
1142.0,3073.4,3795.7,-1440.0
1143.0,3074.9,3796.8,-1435.0
1144.0,3075.8,3796.3,-1440.0
1145.0,3077.1,3791.9,-1445.0
1146.0,3077.1,3789.7,-1455.0
1147.0,3077.6,3788.0,-1445.0
1148.0,3078.0,3786.5,-1445.0
1149.0,3077.0,3787.0,-1440.0
1150.0,3076.9,3785.3,-1440.0
1151.0,3077.3,3784.1,-1440.0
1152.0,3080.0,3782.5,-1445.0
1153.0,3079.3,3784.3,-1440.0
1154.0,3079.2,3782.0,-1440.0
1155.0,3078.6,3781.8,-1440.0
1156.0,3080.3,3778.3,-1445.0
1157.0,3078.0,3779.2,-1440.0
1158.0,3078.5,3780.6,-1435.0
1159.0,3077.9,3780.5,-1440.0
1160.0,3078.2,3779.7,-1445.0
1161.0,3079.1,3778.7,-1450.0
1162.0,3080.0,3780.2,-1445.0
1163.0,3078.0,3778.3,-1445.0
1164.0,3075.1,3780.1,-1440.0
1165.0,3076.0,3781.0,-1440.0
1166.0,3075.3,3778.4,-1440.0
1167.0,3079.1,3780.6,-1440.0
1168.0,3076.1,3778.9,-1440.0
1169.0,3075.6,3778.3,-1445.0
1170.0,3077.0,3779.3,-1435.0
1171.0,3075.5,3778.8,-1440.0
1172.0,3076.6,3777.9,-1440.0
1173.0,3076.8,3776.7,-1440.0
1174.0,3076.5,3777.2,-1445.0
1175.0,3077.5,3777.2,-1445.0
1176.0,3077.7,3776.5,-1440.0
1177.0,3079.0,3774.4,-1445.0
1178.0,3077.3,3775.1,-1440.0
1179.0,3076.5,3777.0,-1435.0
1180.0,3078.2,3776.4,-1430.0
1181.0,3078.9,3777.1,-1430.0
1182.0,3076.6,3775.6,-1440.0
1183.0,3077.6,3774.6,-1445.0
1184.0,3077.6,3774.9,-1440.0
1185.0,3078.0,3775.5,-1445.0
1186.0,3078.4,3775.3,-1440.0
1187.0,3078.9,3776.5,-1430.0
1188.0,3078.7,3775.6,-1440.0
1189.0,3079.4,3775.2,-1435.0
1190.0,3078.4,3775.6,-1445.0
1191.0,3076.8,3774.8,-1440.0
1192.0,3076.6,3773.2,-1440.0
1193.0,3079.5,3774.0,-1440.0
1194.0,3079.0,3772.9,-1445.0
1195.0,3078.5,3773.4,-1435.0
1196.0,3078.4,3773.0,-1440.0
1197.0,3078.8,3771.7,-1440.0
1198.0,3079.9,3773.2,-1435.0
1199.0,3079.6,3773.4,-1440.0
1200.0,3080.1,3773.8,-1430.0
1201.0,3080.0,3772.6,-1440.0
1202.0,3078.4,3771.7,-1440.0
1203.0,3078.5,3770.6,-1440.0
1204.0,3080.5,3771.8,-1445.0
1205.0,3078.2,3772.1,-1440.0
1206.0,3078.2,3771.1,-1440.0
1207.0,3077.4,3772.3,-1435.0
1208.0,3078.1,3770.0,-1435.0
1209.0,3079.6,3772.4,-1435.0
1210.0,3079.3,3769.8,-1440.0
1211.0,3079.3,3772.5,-1440.0
1212.0,3082.9,3772.8,-1445.0
1213.0,3081.1,3774.9,-1435.0
1214.0,3079.9,3774.8,-1440.0
1215.0,3079.5,3775.9,-1440.0
1216.0,3078.7,3775.2,-1430.0
1217.0,3081.5,3773.7,-1450.0
1218.0,3080.8,3772.7,-1450.0
1219.0,3079.6,3773.5,-1440.0
1220.0,3078.6,3772.6,-1435.0
1221.0,3077.3,3772.0,-1440.0
1222.0,3078.1,3772.2,-1440.0
1223.0,3076.7,3770.7,-1440.0
1224.0,3079.8,3771.2,-1435.0
1225.0,3078.8,3770.1,-1435.0
1226.0,3079.6,3771.1,-1440.0
1227.0,3078.5,3768.9,-1440.0
1228.0,3078.7,3769.9,-1440.0
1229.0,3078.8,3770.1,-1435.0
1230.0,3079.6,3769.9,-1430.0
1231.0,3079.2,3768.8,-1440.0
1232.0,3079.3,3767.4,-1440.0
1233.0,3081.9,3768.2,-1435.0
1234.0,3081.0,3766.9,-1435.0
1235.0,3079.8,3764.6,-1435.0
1236.0,3081.1,3766.2,-1435.0
1237.0,3080.2,3764.7,-1435.0
1238.0,3079.9,3765.4,-1435.0
1239.0,3081.3,3765.1,-1435.0
1240.0,3081.5,3763.7,-1440.0
1241.0,3079.9,3765.5,-1430.0
1242.0,3079.4,3764.0,-1430.0
1243.0,3078.3,3764.3,-1435.0
1244.0,3077.5,3764.2,-1440.0
1245.0,3078.6,3763.0,-1440.0
1246.0,3078.3,3763.7,-1435.0
1247.0,3078.5,3763.5,-1435.0
1248.0,3077.2,3764.8,-1440.0
1249.0,3077.2,3764.1,-1435.0
1250.0,3075.8,3763.2,-1440.0
1251.0,3074.3,3763.2,-1435.0
1252.0,3073.7,3764.9,-1440.0
1253.0,3075.4,3765.0,-1435.0
1254.0,3074.5,3763.9,-1435.0
1255.0,3077.5,3764.0,-1440.0
1256.0,3076.5,3763.0,-1435.0
1257.0,3078.3,3763.2,-1435.0
1258.0,3077.4,3762.2,-1435.0
1259.0,3078.3,3760.2,-1435.0
1260.0,3079.0,3760.2,-1440.0
1261.0,3076.9,3760.1,-1435.0
1262.0,3078.2,3760.5,-1430.0
1263.0,3075.6,3758.7,-1430.0
1264.0,3077.6,3756.7,-1435.0
1265.0,3075.5,3755.1,-1430.0
1266.0,3074.0,3753.6,-1435.0
1267.0,3075.7,3752.7,-1430.0
1268.0,3076.6,3753.7,-1435.0
1269.0,3078.0,3756.4,-1440.0
1270.0,3079.7,3754.1,-1430.0
1271.0,3077.4,3756.3,-1430.0
1272.0,3078.2,3757.3,-1425.0
1273.0,3078.2,3757.8,-1430.0
1274.0,3079.0,3756.7,-1430.0
1275.0,3078.7,3757.2,-1430.0
1276.0,3077.6,3756.3,-1430.0
1277.0,3077.6,3757.6,-1435.0
1278.0,3077.2,3756.5,-1435.0
1279.0,3074.9,3756.3,-1435.0
1280.0,3074.4,3760.1,-1430.0
1281.0,3071.9,3759.4,-1435.0
1282.0,3072.1,3761.0,-1440.0
1283.0,3073.2,3761.7,-1430.0
1284.0,3075.7,3762.3,-1435.0
1285.0,3076.4,3761.2,-1435.0
1286.0,3076.1,3760.4,-1435.0
1287.0,3076.1,3759.4,-1435.0
1288.0,3075.0,3758.2,-1430.0
1289.0,3075.6,3758.7,-1430.0
1290.0,3074.1,3758.0,-1435.0
1291.0,3074.8,3758.7,-1435.0
1292.0,3073.7,3757.9,-1430.0
1293.0,3072.0,3759.9,-1430.0
1294.0,3073.1,3759.3,-1435.0
1295.0,3072.3,3757.6,-1435.0
1296.0,3072.6,3761.6,-1435.0
1297.0,3071.1,3759.1,-1435.0
1298.0,3071.6,3761.7,-1435.0
1299.0,3072.8,3760.9,-1440.0
1300.0,3072.7,3762.0,-1435.0
1301.0,3073.1,3761.6,-1435.0
1302.0,3073.0,3761.7,-1440.0
1303.0,3073.3,3761.1,-1440.0
1304.0,3072.1,3763.0,-1435.0
1305.0,3073.4,3762.8,-1425.0
1306.0,3072.2,3759.4,-1430.0
1307.0,3072.2,3761.4,-1435.0
1308.0,3074.0,3758.2,-1440.0
1309.0,3074.5,3758.3,-1435.0
1310.0,3075.1,3757.3,-1435.0
1311.0,3073.3,3755.8,-1435.0
1312.0,3076.1,3755.4,-1435.0
1313.0,3076.0,3754.4,-1435.0
1314.0,3078.0,3754.4,-1435.0
1315.0,3076.8,3755.5,-1430.0
1316.0,3077.8,3756.0,-1425.0
1317.0,3076.3,3754.7,-1425.0
1318.0,3077.9,3755.4,-1430.0
1319.0,3076.6,3756.0,-1430.0
1320.0,3077.9,3756.0,-1430.0
1321.0,3076.2,3754.7,-1430.0
1322.0,3077.5,3755.2,-1430.0
1323.0,3076.3,3755.6,-1430.0
1324.0,3076.3,3754.1,-1435.0
1325.0,3076.2,3752.5,-1435.0
1326.0,3076.2,3751.5,-1430.0
1327.0,3077.2,3751.8,-1430.0
1328.0,3076.9,3753.0,-1420.0
1329.0,3077.3,3752.6,-1430.0
1330.0,3075.3,3752.5,-1425.0
1331.0,3075.7,3751.5,-1425.0
1332.0,3074.4,3749.0,-1430.0
1333.0,3075.9,3750.4,-1425.0
1334.0,3074.4,3750.3,-1430.0
1335.0,3075.5,3752.2,-1430.0
1336.0,3076.2,3752.3,-1425.0
1337.0,3076.3,3753.4,-1425.0
1338.0,3074.5,3752.9,-1430.0
1339.0,3073.2,3752.9,-1430.0
1340.0,3073.4,3752.5,-1435.0
1341.0,3074.2,3752.5,-1435.0
1342.0,3073.6,3753.9,-1425.0
1343.0,3073.3,3752.5,-1435.0
1344.0,3073.5,3753.9,-1430.0
1345.0,3073.2,3753.3,-1440.0
1346.0,3073.2,3752.7,-1430.0
1347.0,3073.3,3755.1,-1430.0
1348.0,3073.7,3754.5,-1430.0
1349.0,3071.8,3752.4,-1430.0
1350.0,3073.9,3753.3,-1430.0
1351.0,3072.8,3752.4,-1435.0
1352.0,3073.8,3751.3,-1430.0
1353.0,3074.7,3753.2,-1430.0
1354.0,3074.1,3751.4,-1425.0
1355.0,3075.2,3751.4,-1425.0
1356.0,3074.2,3750.9,-1420.0
1357.0,3073.0,3749.2,-1425.0
1358.0,3074.2,3750.7,-1425.0
1359.0,3075.3,3749.1,-1425.0
1360.0,3074.8,3750.2,-1430.0
1361.0,3074.8,3748.6,-1430.0
1362.0,3075.4,3747.0,-1430.0
1363.0,3076.7,3749.2,-1430.0
1364.0,3074.7,3747.7,-1430.0
1365.0,3076.0,3746.6,-1425.0
1366.0,3075.1,3747.1,-1430.0
1367.0,3076.8,3748.0,-1430.0
1368.0,3077.0,3747.6,-1430.0
1369.0,3078.8,3747.7,-1430.0
1370.0,3076.9,3747.6,-1430.0
1371.0,3078.0,3747.6,-1430.0
1372.0,3077.2,3748.4,-1430.0
1373.0,3078.6,3748.6,-1430.0
1374.0,3077.9,3747.6,-1430.0
1375.0,3078.9,3747.9,-1430.0
1376.0,3078.8,3749.0,-1425.0
