"frame","x [nm]","y [nm]","z [nm]"
1377.0,3078.0,3747.4,-1425.0
1378.0,3079.0,3749.6,-1425.0
1379.0,3078.9,3748.0,-1425.0
1380.0,3079.5,3749.3,-1425.0
1381.0,3078.4,3748.2,-1430.0
1382.0,3078.5,3749.7,-1425.0
1383.0,3077.3,3748.4,-1430.0
1384.0,3077.9,3748.4,-1430.0
1385.0,3078.0,3750.5,-1425.0
1386.0,3076.8,3750.3,-1425.0
1387.0,3075.7,3751.1,-1430.0
1388.0,3076.8,3750.7,-1425.0
1389.0,3077.2,3751.5,-1425.0
1390.0,3076.6,3751.1,-1425.0
1391.0,3075.8,3751.8,-1430.0
1392.0,3073.1,3750.7,-1430.0
1393.0,3072.1,3750.0,-1435.0
1394.0,3075.5,3751.3,-1430.0
1395.0,3073.3,3751.7,-1425.0
1396.0,3073.8,3752.2,-1425.0
1397.0,3074.7,3753.6,-1425.0
1398.0,3074.4,3751.3,-1430.0
1399.0,3074.2,3750.2,-1430.0
1400.0,3073.7,3751.9,-1430.0
1401.0,3074.6,3751.4,-1425.0
1402.0,3074.0,3749.2,-1435.0
1403.0,3075.3,3748.3,-1430.0
1404.0,3075.7,3750.0,-1425.0
1405.0,3075.1,3748.7,-1430.0
1406.0,3075.5,3747.2,-1430.0
1407.0,3074.6,3747.3,-1425.0
1408.0,3074.8,3747.1,-1425.0
1409.0,3074.6,3748.4,-1425.0
1410.0,3073.4,3747.8,-1425.0
1411.0,3075.5,3746.5,-1430.0
1412.0,3073.1,3746.6,-1425.0
1413.0,3073.7,3746.1,-1425.0
1414.0,3074.3,3745.3,-1420.0
1415.0,3074.5,3747.0,-1420.0
1416.0,3071.6,3744.0,-1420.0
1417.0,3072.4,3744.0,-1425.0
1418.0,3072.0,3742.0,-1425.0
1419.0,3072.3,3741.7,-1425.0
1420.0,3069.9,3742.8,-1425.0
1421.0,3070.3,3742.1,-1430.0
1422.0,3071.4,3740.4,-1425.0
1423.0,3070.8,3740.8,-1425.0
1424.0,3070.4,3740.0,-1425.0
1425.0,3070.3,3740.5,-1425.0
1426.0,3073.3,3739.0,-1420.0
1427.0,3071.7,3740.4,-1420.0
1428.0,3072.1,3739.9,-1420.0
1429.0,3070.6,3736.8,-1425.0
1430.0,3071.4,3737.1,-1425.0
1431.0,3072.1,3737.7,-1420.0
1432.0,3069.7,3736.5,-1425.0
1433.0,3070.4,3734.6,-1425.0
1434.0,3070.2,3734.6,-1420.0
1435.0,3069.1,3735.1,-1415.0
1436.0,3070.2,3733.3,-1420.0
1437.0,3071.8,3734.2,-1425.0
1438.0,3071.3,3734.5,-1420.0
1439.0,3070.5,3732.7,-1425.0
1440.0,3071.5,3735.8,-1420.0
1441.0,3072.3,3736.0,-1420.0
1442.0,3069.9,3734.3,-1425.0
1443.0,3070.5,3735.8,-1425.0
1444.0,3070.5,3736.7,-1420.0
1445.0,3070.1,3736.6,-1420.0
1446.0,3071.7,3737.3,-1415.0
1447.0,3070.7,3735.8,-1420.0
1448.0,3070.4,3737.5,-1420.0
1449.0,3070.4,3735.3,-1420.0
1450.0,3068.9,3735.2,-1425.0
1451.0,3070.1,3735.5,-1420.0
1452.0,3070.1,3735.4,-1425.0
1453.0,3069.3,3736.1,-1425.0
1454.0,3068.7,3735.0,-1425.0
1455.0,3068.9,3735.8,-1425.0
1456.0,3068.8,3733.9,-1425.0
1457.0,3068.0,3735.3,-1425.0
1458.0,3067.6,3735.2,-1420.0
1459.0,3067.2,3736.4,-1425.0
1460.0,3067.7,3736.1,-1415.0
1461.0,3067.9,3736.2,-1420.0
1462.0,3069.5,3735.5,-1420.0
1463.0,3068.5,3734.8,-1425.0
1464.0,3068.9,3733.1,-1430.0
1465.0,3067.8,3732.6,-1435.0
1466.0,3067.4,3731.4,-1425.0
1467.0,3067.8,3732.8,-1420.0
1468.0,3069.5,3731.6,-1420.0
1469.0,3070.5,3729.7,-1430.0
1470.0,3070.4,3728.5,-1420.0
1471.0,3071.5,3728.1,-1425.0
1472.0,3070.0,3729.2,-1420.0
1473.0,3072.9,3729.5,-1420.0
1474.0,3070.6,3728.7,-1425.0
1475.0,3070.9,3728.8,-1420.0
1476.0,3073.3,3731.7,-1415.0
1477.0,3072.9,3731.6,-1420.0
1478.0,3071.8,3728.7,-1420.0
1479.0,3071.9,3729.3,-1425.0
1480.0,3071.2,3729.9,-1420.0
1481.0,3071.7,3728.3,-1425.0
1482.0,3072.9,3728.0,-1425.0
1483.0,3071.0,3727.7,-1420.0
1484.0,3071.8,3729.4,-1420.0
1485.0,3072.3,3726.7,-1420.0
1486.0,3069.9,3727.2,-1420.0
1487.0,3069.7,3725.8,-1420.0
1488.0,3070.0,3727.5,-1420.0
1489.0,3069.6,3725.7,-1425.0
1490.0,3070.9,3723.5,-1420.0
1491.0,3069.0,3723.3,-1425.0
1492.0,3068.4,3724.5,-1415.0
1493.0,3066.9,3724.2,-1415.0
1494.0,3066.4,3722.7,-1420.0
1495.0,3067.9,3722.3,-1415.0
1496.0,3065.1,3721.0,-1420.0
1497.0,3065.5,3723.3,-1420.0
1498.0,3065.7,3722.0,-1415.0
1499.0,3067.5,3723.8,-1420.0
1500.0,3067.9,3722.7,-1420.0
1501.0,3070.2,3723.4,-1425.0
1502.0,3069.4,3723.4,-1415.0
1503.0,3067.4,3726.3,-1415.0
1504.0,3070.1,3720.6,-1420.0
1505.0,3070.6,3720.6,-1420.0
1506.0,3068.8,3719.1,-1425.0
1507.0,3067.2,3719.3,-1425.0
1508.0,3067.5,3720.2,-1420.0
1509.0,3066.7,3721.0,-1415.0
1510.0,3067.7,3721.8,-1420.0
1511.0,3067.9,3721.6,-1420.0
1512.0,3067.9,3722.1,-1415.0
1513.0,3069.5,3723.5,-1420.0
1514.0,3069.5,3720.9,-1420.0
1515.0,3070.5,3721.1,-1430.0
1516.0,3070.9,3722.3,-1420.0
1517.0,3071.0,3720.2,-1425.0
1518.0,3072.9,3723.5,-1420.0
1519.0,3071.4,3722.2,-1415.0
1520.0,3072.0,3721.7,-1415.0
1521.0,3070.9,3718.9,-1420.0
1522.0,3069.6,3719.1,-1425.0
1523.0,3071.3,3719.6,-1420.0
1524.0,3069.2,3717.0,-1420.0
1525.0,3070.5,3719.8,-1415.0
1526.0,3071.2,3718.0,-1420.0
1527.0,3070.7,3718.9,-1415.0
1528.0,3069.7,3717.7,-1420.0
1529.0,3071.9,3720.3,-1420.0
1530.0,3072.2,3719.0,-1420.0
1531.0,3071.5,3718.1,-1415.0
1532.0,3067.9,3719.8,-1420.0
1533.0,3064.4,3719.9,-1420.0
1534.0,3061.2,3714.7,-1420.0
1535.0,3066.3,3711.6,-1415.0
1536.0,3073.2,3709.8,-1415.0
1537.0,3080.1,3710.6,-1415.0
1538.0,3083.4,3714.3,-1415.0
1539.0,3083.3,3716.2,-1410.0
1540.0,3082.2,3718.9,-1420.0
1541.0,3079.6,3719.3,-1420.0
1542.0,3081.1,3721.5,-1420.0
1543.0,3080.0,3720.6,-1420.0
1544.0,3078.3,3719.2,-1415.0
1545.0,3076.2,3718.5,-1410.0
1546.0,3074.3,3715.8,-1405.0
1547.0,3071.5,3711.8,-1410.0
1548.0,3072.5,3711.3,-1410.0
1549.0,3070.4,3711.0,-1410.0
1550.0,3070.0,3708.3,-1405.0
1551.0,3070.9,3709.3,-1415.0
1552.0,3070.1,3706.7,-1415.0
1553.0,3068.5,3706.7,-1410.0
1554.0,3066.8,3705.2,-1415.0
1555.0,3068.4,3705.1,-1415.0
1556.0,3070.4,3708.5,-1405.0
1557.0,3068.5,3709.6,-1415.0
1558.0,3069.7,3710.3,-1420.0
1559.0,3070.0,3711.1,-1415.0
1560.0,3069.7,3713.7,-1410.0
1561.0,3070.3,3715.3,-1415.0
1562.0,3068.7,3715.3,-1415.0
1563.0,3067.7,3714.4,-1415.0
1564.0,3069.5,3712.0,-1410.0
1565.0,3070.3,3711.7,-1410.0
1566.0,3070.2,3709.9,-1405.0
1567.0,3070.8,3708.7,-1410.0
1568.0,3071.8,3711.7,-1405.0
1569.0,3069.4,3709.9,-1410.0
1570.0,3070.7,3711.4,-1415.0
1571.0,3071.1,3713.7,-1415.0
1572.0,3069.9,3712.6,-1410.0
1573.0,3070.1,3715.1,-1415.0
1574.0,3071.5,3714.1,-1415.0
1575.0,3070.7,3712.4,-1415.0
1576.0,3071.6,3711.8,-1415.0
1577.0,3071.7,3710.4,-1415.0
1578.0,3074.4,3709.6,-1410.0
1579.0,3071.9,3708.2,-1410.0
1580.0,3060.5,3711.1,-1400.0
1581.0,3059.5,3713.6,-1410.0
1582.0,3067.3,3715.4,-1415.0
1583.0,3067.5,3717.4,-1410.0
1584.0,3064.3,3723.0,-1415.0
1585.0,3061.2,3723.1,-1420.0
1586.0,3065.0,3719.9,-1420.0
1587.0,3068.0,3710.8,-1425.0
1588.0,3070.8,3704.5,-1420.0
1589.0,3072.0,3700.8,-1415.0
1590.0,3073.5,3699.1,-1420.0
1591.0,3071.4,3699.0,-1420.0
1592.0,3069.5,3699.6,-1415.0
1593.0,3069.4,3702.8,-1415.0
1594.0,3068.9,3701.3,-1410.0
1595.0,3069.6,3702.9,-1415.0
1596.0,3069.9,3703.4,-1415.0
1597.0,3068.5,3702.9,-1410.0
1598.0,3068.9,3702.8,-1415.0
1599.0,3068.0,3701.7,-1420.0
1600.0,3069.3,3702.5,-1410.0
1601.0,3068.9,3701.9,-1410.0
1602.0,3068.2,3700.2,-1410.0
1603.0,3067.1,3699.8,-1410.0
1604.0,3067.4,3699.2,-1415.0
1605.0,3067.8,3699.2,-1415.0
1606.0,3067.3,3699.3,-1420.0
1607.0,3067.0,3699.8,-1420.0
1608.0,3066.2,3701.3,-1410.0
1609.0,3068.0,3702.2,-1410.0
1610.0,3066.2,3699.8,-1410.0
1611.0,3064.4,3700.4,-1420.0
1612.0,3066.4,3701.1,-1415.0
1613.0,3065.3,3701.4,-1415.0
1614.0,3066.9,3702.2,-1410.0
1615.0,3067.5,3702.9,-1410.0
1616.0,3066.4,3701.1,-1415.0
1617.0,3064.6,3701.3,-1420.0
1618.0,3064.6,3702.2,-1415.0
1619.0,3065.2,3700.2,-1415.0
1620.0,3064.7,3700.2,-1415.0
1621.0,3063.5,3698.8,-1415.0
1622.0,3062.1,3698.8,-1415.0
1623.0,3062.2,3699.0,-1410.0
1624.0,3060.8,3699.3,-1410.0
1625.0,3063.6,3697.3,-1410.0
1626.0,3064.4,3696.5,-1415.0
1627.0,3064.7,3697.9,-1410.0
1628.0,3064.8,3697.0,-1415.0
1629.0,3065.0,3698.7,-1410.0
1630.0,3063.4,3697.1,-1415.0
1631.0,3064.0,3696.3,-1415.0
1632.0,3063.7,3697.7,-1415.0
1633.0,3062.7,3695.3,-1410.0
1634.0,3063.4,3693.5,-1415.0
1635.0,3061.9,3697.1,-1415.0
1636.0,3062.3,3694.6,-1415.0
1637.0,3060.6,3695.3,-1410.0
1638.0,3061.0,3691.5,-1425.0
1639.0,3060.2,3693.8,-1410.0
1640.0,3058.8,3691.1,-1420.0
1641.0,3058.0,3691.0,-1415.0
1642.0,3059.1,3690.5,-1425.0
1643.0,3060.1,3692.0,-1420.0
1644.0,3059.1,3691.9,-1415.0
1645.0,3059.3,3692.4,-1425.0
1646.0,3058.3,3691.7,-1425.0
1647.0,3059.5,3694.0,-1415.0
1648.0,3059.6,3694.2,-1415.0
1649.0,3059.2,3690.6,-1425.0
1650.0,3059.9,3691.4,-1420.0
1651.0,3059.8,3693.7,-1415.0
1652.0,3059.8,3691.1,-1425.0
1653.0,3059.0,3689.1,-1435.0
1654.0,3059.6,3686.9,-1435.0
1655.0,3061.4,3690.7,-1420.0
1656.0,3061.1,3689.3,-1435.0
1657.0,3061.6,3688.3,-1435.0
1658.0,3060.1,3685.5,-1435.0
1659.0,3058.9,3684.1,-1440.0
1660.0,3061.8,3688.6,-1425.0
1661.0,3058.4,3683.8,-1440.0
1662.0,3058.3,3681.5,-1450.0
1663.0,3059.3,3681.5,-1445.0
1664.0,3060.4,3679.0,-1445.0
1665.0,3059.8,3677.4,-1455.0
1666.0,3061.1,3681.6,-1445.0
1667.0,3060.6,3679.6,-1445.0
1668.0,3060.8,3681.6,-1445.0
1669.0,3059.6,3684.2,-1435.0
1670.0,3060.6,3689.8,-1430.0
1671.0,3060.5,3690.9,-1425.0
1672.0,3060.3,3689.4,-1425.0
1673.0,3062.4,3690.2,-1430.0
1674.0,3063.3,3688.6,-1435.0
1675.0,3063.3,3688.9,-1430.0
1676.0,3063.9,3689.3,-1430.0
1677.0,3060.9,3685.4,-1440.0
1678.0,3062.1,3687.8,-1435.0
1679.0,3063.0,3690.0,-1430.0
1680.0,3063.0,3690.1,-1430.0
1681.0,3063.7,3689.9,-1425.0
1682.0,3063.4,3688.7,-1430.0
1683.0,3061.7,3687.4,-1430.0
1684.0,3058.0,3683.4,-1440.0
1685.0,3059.8,3689.4,-1425.0
1686.0,3056.3,3684.6,-1435.0
1687.0,3059.9,3688.5,-1425.0
1688.0,3055.6,3685.0,-1430.0
1689.0,3059.9,3682.0,-1445.0
1690.0,3059.2,3682.2,-1440.0
1691.0,3059.8,3681.3,-1445.0
1692.0,3059.8,3679.3,-1450.0
1693.0,3062.4,3681.4,-1445.0
1694.0,3058.3,3683.7,-1435.0
1695.0,3061.1,3682.8,-1440.0
1696.0,3059.4,3681.2,-1445.0
1697.0,3060.4,3684.0,-1435.0
1698.0,3060.3,3684.4,-1440.0
1699.0,3058.9,3683.7,-1435.0
1700.0,3059.1,3686.8,-1430.0
1701.0,3058.6,3685.8,-1430.0
1702.0,3053.4,3684.1,-1440.0
1703.0,3055.3,3687.2,-1430.0
1704.0,3054.6,3688.2,-1430.0
1705.0,3057.8,3687.8,-1430.0
1706.0,3055.5,3684.4,-1435.0
1707.0,3059.1,3681.8,-1435.0
1708.0,3058.8,3680.7,-1440.0
1709.0,3059.6,3677.2,-1445.0
1710.0,3057.3,3678.0,-1440.0
1711.0,3058.5,3677.6,-1435.0
1712.0,3058.4,3676.0,-1440.0
1713.0,3057.0,3677.4,-1440.0
1714.0,3056.4,3673.7,-1445.0
1715.0,3056.5,3676.2,-1440.0
1716.0,3056.3,3678.2,-1435.0
1717.0,3055.0,3680.1,-1435.0
1718.0,3053.8,3676.7,-1435.0
1719.0,3053.6,3677.1,-1435.0
1720.0,3052.1,3674.5,-1445.0
1721.0,3051.1,3674.7,-1440.0
1722.0,3052.9,3675.9,-1430.0
1723.0,3051.4,3675.3,-1430.0
1724.0,3051.6,3672.9,-1435.0
1725.0,3052.3,3673.4,-1435.0
1726.0,3052.6,3674.5,-1440.0
1727.0,3051.7,3673.1,-1435.0
1728.0,3052.8,3670.4,-1450.0
1729.0,3050.5,3673.2,-1435.0
1730.0,3052.7,3669.5,-1445.0
1731.0,3051.8,3672.1,-1435.0
1732.0,3051.3,3671.8,-1435.0
1733.0,3049.4,3669.3,-1440.0
1734.0,3049.4,3669.8,-1435.0
1735.0,3050.1,3669.7,-1430.0
1736.0,3051.2,3668.9,-1435.0
1737.0,3052.7,3671.7,-1430.0
1738.0,3053.3,3670.9,-1440.0
1739.0,3052.3,3670.7,-1435.0
1740.0,3052.3,3672.0,-1440.0
1741.0,3055.1,3672.8,-1440.0
1742.0,3053.1,3673.6,-1435.0
1743.0,3053.0,3673.7,-1425.0
1744.0,3051.9,3671.8,-1440.0
1745.0,3050.2,3672.4,-1435.0
1746.0,3051.0,3671.3,-1430.0
1747.0,3050.8,3669.8,-1435.0
1748.0,3050.6,3670.4,-1435.0
1749.0,3053.1,3672.5,-1440.0
1750.0,3052.9,3672.9,-1440.0
1751.0,3054.1,3675.3,-1445.0
1752.0,3052.4,3677.8,-1440.0
1753.0,3053.3,3678.8,-1445.0
1754.0,3052.8,3680.5,-1440.0
1755.0,3052.7,3682.4,-1435.0
1756.0,3052.9,3679.7,-1445.0
1757.0,3056.8,3680.2,-1445.0
1758.0,3055.1,3679.8,-1445.0
1759.0,3053.2,3677.9,-1440.0
1760.0,3053.5,3677.8,-1450.0
1761.0,3050.6,3683.4,-1425.0
1762.0,3050.2,3682.1,-1435.0
1763.0,3052.7,3678.6,-1445.0
1764.0,3049.8,3680.3,-1440.0
1765.0,3050.1,3678.3,-1440.0
1766.0,3046.4,3679.9,-1435.0
1767.0,3046.8,3678.4,-1440.0
1768.0,3047.3,3675.1,-1445.0
1769.0,3047.6,3670.3,-1440.0
1770.0,3050.4,3666.5,-1435.0
1771.0,3049.7,3668.4,-1430.0
1772.0,3049.5,3670.5,-1435.0
1773.0,3047.1,3673.0,-1435.0
1774.0,3045.9,3676.6,-1440.0
1775.0,3045.7,3675.3,-1440.0
1776.0,3046.7,3674.7,-1430.0
1777.0,3050.2,3669.0,-1435.0
1778.0,3048.6,3664.8,-1435.0
1779.0,3048.6,3666.9,-1435.0
1780.0,3048.4,3668.8,-1425.0
1781.0,3045.6,3669.0,-1435.0
1782.0,3046.7,3670.4,-1435.0
1783.0,3045.7,3670.3,-1435.0
1784.0,3045.6,3670.6,-1440.0
1785.0,3046.4,3674.4,-1435.0
1786.0,3048.4,3673.5,-1420.0
1787.0,3046.7,3672.8,-1430.0
1788.0,3047.8,3671.7,-1435.0
1789.0,3048.4,3671.0,-1440.0
1790.0,3048.1,3669.9,-1435.0
1791.0,3048.6,3670.2,-1435.0
1792.0,3049.6,3668.7,-1435.0
1793.0,3050.5,3666.8,-1445.0
1794.0,3048.0,3667.2,-1435.0
1795.0,3049.8,3670.1,-1440.0
1796.0,3051.0,3668.5,-1445.0
1797.0,3049.1,3668.2,-1440.0
1798.0,3050.0,3668.3,-1435.0
1799.0,3049.1,3669.5,-1430.0
1800.0,3048.1,3669.6,-1435.0
1801.0,3047.6,3669.5,-1440.0
1802.0,3049.2,3671.5,-1430.0
1803.0,3046.8,3672.5,-1430.0
1804.0,3047.9,3672.4,-1435.0
1805.0,3049.2,3672.1,-1435.0
1806.0,3048.1,3670.0,-1440.0
1807.0,3048.5,3672.1,-1430.0
1808.0,3048.8,3670.6,-1440.0
1809.0,3050.5,3669.7,-1445.0
1810.0,3051.8,3667.5,-1445.0
1811.0,3049.7,3667.7,-1440.0
1812.0,3049.4,3668.4,-1435.0
1813.0,3050.1,3668.5,-1435.0
1814.0,3050.8,3668.1,-1440.0
1815.0,3049.3,3668.1,-1430.0
1816.0,3051.4,3664.2,-1445.0
1817.0,3049.7,3667.6,-1435.0
1818.0,3052.8,3667.7,-1430.0
1819.0,3052.2,3665.3,-1435.0
1820.0,3054.2,3664.1,-1430.0
1821.0,3054.0,3663.9,-1435.0
1822.0,3054.3,3661.2,-1430.0
1823.0,3054.3,3659.6,-1430.0
1824.0,3053.2,3659.8,-1440.0
1825.0,3054.1,3659.5,-1440.0
1826.0,3053.1,3659.1,-1435.0
1827.0,3052.3,3659.2,-1430.0
1828.0,3053.2,3660.7,-1430.0
1829.0,3051.3,3660.0,-1435.0
1830.0,3053.0,3659.7,-1435.0
1831.0,3050.0,3658.7,-1430.0
1832.0,3051.4,3659.2,-1430.0
1833.0,3051.3,3660.4,-1430.0
1834.0,3050.9,3657.8,-1435.0
1835.0,3050.5,3659.9,-1435.0
1836.0,3050.4,3658.9,-1430.0
1837.0,3050.3,3660.0,-1425.0
1838.0,3050.2,3658.2,-1435.0
1839.0,3050.2,3658.4,-1435.0
1840.0,3050.1,3658.5,-1430.0
1841.0,3048.9,3659.2,-1430.0
1842.0,3048.5,3656.9,-1435.0
1843.0,3049.0,3656.9,-1435.0
1844.0,3049.3,3657.3,-1430.0
1845.0,3048.4,3656.2,-1430.0
1846.0,3047.5,3655.2,-1430.0
1847.0,3047.2,3654.2,-1430.0
1848.0,3050.7,3656.7,-1435.0
1849.0,3048.8,3656.5,-1425.0
1850.0,3049.4,3656.3,-1425.0
1851.0,3049.0,3654.9,-1435.0
1852.0,3048.8,3655.7,-1435.0
1853.0,3049.2,3654.9,-1435.0
1854.0,3051.4,3656.1,-1430.0
1855.0,3047.9,3653.6,-1430.0
1856.0,3048.3,3655.7,-1430.0
1857.0,3049.4,3654.3,-1435.0
1858.0,3047.7,3653.6,-1435.0
1859.0,3049.0,3651.7,-1425.0
1860.0,3048.9,3652.2,-1430.0
1861.0,3049.0,3652.5,-1430.0
1862.0,3050.3,3652.7,-1435.0
1863.0,3049.2,3651.9,-1430.0
1864.0,3049.4,3652.6,-1435.0
1865.0,3048.9,3654.5,-1430.0
1866.0,3050.6,3653.2,-1435.0
1867.0,3049.4,3654.2,-1430.0
1868.0,3050.0,3652.7,-1430.0
1869.0,3045.8,3653.0,-1430.0
1870.0,3044.6,3654.1,-1435.0
1871.0,3043.6,3655.6,-1430.0
1872.0,3048.0,3655.8,-1440.0
1873.0,3050.9,3658.5,-1430.0
1874.0,3051.6,3657.2,-1440.0
1875.0,3050.6,3655.7,-1430.0
1876.0,3048.2,3654.5,-1435.0
1877.0,3047.8,3654.1,-1430.0
1878.0,3045.3,3652.1,-1435.0
1879.0,3047.2,3652.1,-1435.0
1880.0,3048.8,3649.8,-1430.0
1881.0,3048.6,3650.0,-1425.0
1882.0,3050.4,3648.3,-1425.0
1883.0,3051.5,3649.3,-1430.0
1884.0,3051.9,3647.6,-1430.0
1885.0,3051.1,3648.9,-1430.0
1886.0,3052.0,3649.7,-1430.0
1887.0,3051.0,3650.4,-1435.0
1888.0,3050.8,3651.2,-1425.0
1889.0,3050.0,3652.5,-1425.0
1890.0,3050.2,3651.4,-1430.0
1891.0,3049.0,3649.9,-1430.0
1892.0,3048.2,3649.1,-1430.0
1893.0,3049.3,3650.2,-1425.0
1894.0,3048.8,3650.8,-1425.0
1895.0,3050.2,3649.6,-1425.0
1896.0,3050.1,3650.2,-1435.0
1897.0,3051.9,3652.0,-1425.0
1898.0,3052.5,3650.5,-1435.0
1899.0,3051.1,3651.5,-1430.0
1900.0,3052.1,3651.9,-1420.0
1901.0,3052.0,3650.5,-1425.0
1902.0,3052.3,3649.5,-1425.0
1903.0,3050.1,3648.3,-1425.0
1904.0,3051.8,3645.9,-1430.0
1905.0,3049.8,3646.3,-1430.0
1906.0,3050.3,3647.1,-1420.0
1907.0,3048.5,3645.7,-1430.0
1908.0,3048.5,3645.8,-1420.0
1909.0,3048.9,3644.4,-1420.0
1910.0,3045.9,3644.4,-1430.0
1911.0,3047.1,3644.0,-1430.0
1912.0,3047.0,3643.9,-1425.0
1913.0,3046.3,3642.1,-1430.0
1914.0,3045.9,3644.6,-1425.0
1915.0,3046.1,3643.5,-1425.0
1916.0,3044.9,3642.4,-1425.0
1917.0,3045.3,3641.2,-1435.0
1918.0,3045.8,3644.3,-1425.0
1919.0,3045.4,3643.9,-1425.0
1920.0,3044.7,3641.6,-1425.0
1921.0,3046.7,3643.2,-1425.0
1922.0,3046.6,3642.9,-1425.0
1923.0,3047.0,3643.1,-1420.0
1924.0,3046.4,3643.5,-1420.0
1925.0,3047.7,3642.5,-1425.0
1926.0,3047.9,3641.2,-1420.0
1927.0,3049.3,3641.5,-1420.0
1928.0,3048.5,3640.6,-1425.0
1929.0,3049.2,3642.2,-1420.0
1930.0,3049.8,3640.0,-1420.0
1931.0,3050.1,3640.1,-1420.0
1932.0,3049.9,3640.2,-1430.0
1933.0,3049.1,3638.3,-1430.0
1934.0,3051.0,3640.1,-1425.0
1935.0,3050.7,3641.8,-1430.0
1936.0,3049.3,3643.2,-1425.0
1937.0,3047.5,3644.4,-1430.0
1938.0,3049.5,3643.9,-1430.0
1939.0,3048.3,3644.6,-1425.0
1940.0,3050.0,3644.1,-1425.0
1941.0,3048.2,3643.3,-1430.0
1942.0,3049.5,3642.7,-1430.0
1943.0,3050.0,3643.0,-1425.0
1944.0,3050.6,3643.0,-1425.0
1945.0,3049.9,3641.2,-1430.0
1946.0,3051.0,3638.6,-1425.0
1947.0,3052.1,3639.2,-1425.0
1948.0,3051.9,3635.9,-1430.0
1949.0,3052.7,3634.2,-1430.0
1950.0,3052.3,3635.7,-1425.0
1951.0,3051.6,3636.2,-1420.0
1952.0,3050.1,3636.5,-1420.0
1953.0,3049.7,3635.5,-1420.0
1954.0,3049.9,3638.2,-1425.0
1955.0,3048.9,3638.9,-1420.0
1956.0,3046.4,3638.5,-1425.0
1957.0,3042.6,3638.4,-1430.0
1958.0,3045.4,3640.5,-1430.0
1959.0,3045.5,3642.3,-1425.0
1960.0,3047.1,3641.0,-1425.0
1961.0,3049.2,3640.0,-1420.0
1962.0,3050.2,3639.1,-1430.0
1963.0,3048.5,3639.5,-1425.0
1964.0,3048.8,3639.3,-1420.0
1965.0,3048.1,3637.7,-1430.0
1966.0,3046.7,3639.1,-1425.0
1967.0,3045.5,3639.5,-1430.0
1968.0,3044.0,3639.0,-1430.0
1969.0,3046.3,3640.4,-1420.0
1970.0,3047.2,3638.7,-1425.0
1971.0,3047.7,3638.0,-1425.0
1972.0,3048.3,3638.2,-1430.0
1973.0,3048.5,3634.7,-1435.0
1974.0,3048.1,3635.6,-1430.0
1975.0,3047.5,3633.7,-1425.0
1976.0,3047.1,3632.0,-1425.0
1977.0,3046.0,3630.8,-1415.0
1978.0,3045.5,3630.6,-1425.0
1979.0,3045.2,3627.5,-1420.0
1980.0,3043.7,3625.8,-1420.0
1981.0,3045.5,3627.0,-1420.0
1982.0,3047.6,3626.3,-1425.0
1983.0,3047.6,3629.9,-1425.0
1984.0,3045.8,3629.2,-1420.0
1985.0,3047.2,3628.5,-1425.0
1986.0,3046.0,3628.2,-1420.0
1987.0,3043.5,3629.1,-1420.0
1988.0,3041.0,3627.8,-1420.0
1989.0,3041.2,3629.4,-1420.0
1990.0,3042.0,3630.3,-1425.0
1991.0,3043.9,3631.3,-1420.0
1992.0,3046.0,3631.7,-1420.0
1993.0,3046.3,3629.6,-1430.0
1994.0,3048.4,3632.4,-1425.0
1995.0,3047.4,3633.9,-1425.0
1996.0,3045.2,3632.3,-1420.0
1997.0,3047.1,3633.8,-1420.0
1998.0,3045.0,3634.2,-1415.0
1999.0,3044.5,3634.1,-1420.0
2000.0,3042.1,3631.8,-1420.0
2001.0,3040.4,3633.9,-1420.0
2002.0,3038.8,3631.2,-1420.0
2003.0,3038.4,3630.5,-1420.0
2004.0,3040.3,3630.1,-1425.0
2005.0,3041.1,3631.4,-1420.0
2006.0,3039.8,3632.4,-1425.0
2007.0,3041.1,3635.1,-1425.0
2008.0,3041.3,3634.2,-1420.0
2009.0,3042.4,3632.3,-1425.0
2010.0,3043.2,3630.4,-1425.0
2011.0,3044.9,3630.4,-1415.0
2012.0,3044.6,3628.2,-1420.0
2013.0,3044.0,3628.0,-1420.0
2014.0,3042.1,3628.3,-1420.0
2015.0,3044.2,3629.1,-1425.0
2016.0,3043.1,3628.0,-1420.0
2017.0,3043.6,3627.6,-1420.0
2018.0,3044.9,3626.6,-1420.0
2019.0,3044.0,3625.5,-1420.0
2020.0,3043.8,3625.9,-1415.0
2021.0,3043.5,3625.1,-1415.0
2022.0,3043.3,3622.6,-1425.0
2023.0,3045.3,3623.4,-1420.0
2024.0,3043.8,3622.0,-1420.0
2025.0,3044.6,3621.1,-1420.0
2026.0,3044.6,3621.9,-1415.0
2027.0,3044.7,3621.2,-1425.0
2028.0,3044.9,3622.1,-1415.0
2029.0,3044.7,3624.0,-1415.0
2030.0,3047.0,3624.7,-1420.0
2031.0,3045.9,3622.4,-1425.0
2032.0,3045.8,3624.0,-1420.0
2033.0,3045.8,3622.6,-1420.0
2034.0,3045.5,3623.7,-1415.0
2035.0,3047.0,3621.2,-1420.0
2036.0,3045.4,3622.7,-1420.0
2037.0,3044.3,3620.6,-1425.0
2038.0,3044.6,3623.2,-1420.0
2039.0,3044.6,3623.3,-1420.0
2040.0,3044.2,3622.9,-1420.0
2041.0,3045.5,3622.1,-1420.0
